Product_Name,Sales,Profit,Quantity,Profit_Margin_%,Category
Aastra 57i VoIP phone,3684.708,575.3316,26,15.614035087719296,High Value
"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",3680.538,-491.175,35,-13.345195729537368,Needs Attention
"Office Star Steel Folding Chair, Set of Two",3677.9076,910.4976,50,24.75585846691744,High Value
"SanDisk Keyboard, Bluetooth",3675.5628,419.2128,56,11.405404364196961,High Value
"Bevis Computer Table, Adjustable Height",3674.272,-105.06800000000004,11,-2.8595596624310895,Needs Attention
"Panasonic Receipt Printer, Red",3671.355,798.6550000000001,41,21.75368494738319,High Value
"Sanford Canvas, Water Color",3667.71,-497.59000000000003,89,-13.566775999192956,Needs Attention
"Sauder Stackable Bookrack, Traditional",3666.752,-131.10799999999995,33,-3.575589513553138,Needs Attention
"Barricks Conference Table, Rectangular",3663.8325,-2487.9675,10,-67.90614745624971,Needs Attention
"Lesro Round Table, with Bottom Storage",3661.281,-33.27899999999998,11,-0.9089441646243482,Needs Attention
Polycom VoiceStation 500 Conference phone,3657.38,339.1925,15,9.274193548387096,High Value
"Nokia Headset, Full Size",3656.264,441.664,53,12.079652891585509,High Value
"Novimex Chairmat, Adjustable",3645.4990000000003,68.89900000000002,93,1.8899744589149527,Needs Attention
"Dania Floating Shelf Set, Pine",3641.6,-302.05999999999995,32,-8.29470562390158,Needs Attention
"Situations Contoured Folding Chairs, 4/Set",3641.2740000000003,234.234,64,6.432748538011696,High Value
"Sharp Personal Copier, High-Speed",3638.984,254.88400000000001,39,7.004262728278003,High Value
"Nokia Headset, VoIP",3638.04,739.5799999999999,66,20.329078294906047,High Value
"Harbour Creations Steel Folding Chair, Red",3636.2871999999998,-79.29280000000004,58,-2.1805978361665175,Needs Attention
"Barricks Round Table, with Bottom Storage",3635.9475,-1715.3325,11,-47.17704257280943,Needs Attention
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",3626.0056,-208.65040000000002,34,-5.7542768273716955,Needs Attention
"Office Star Chairmat, Black",3623.1611000000003,1149.7511,67,31.73336951536601,High Value
Toshiba IPT2010-SD IP Telephone,3613.74,425.3094,31,11.76923076923077,High Value
"Hewlett Personal Copier, Digital",3613.48416,306.98416000000003,35,8.49551696941713,High Value
"Ibico 3-Hole Punch, Recycled",3606.824,1011.044,135,28.031420440808862,High Value
"Konica Card Printer, White",3604.6780000000003,446.33799999999997,29,12.382187812614607,High Value
"Bush Cubix Conference Tables, Fully Assembled",3603.288,311.82300000000004,19,8.653846153846155,High Value
"Motorola Office Telephone, VoIP",3598.0085,680.9085,70,18.924593980253242,High Value
"Green Bar Note Cards, Premium",3595.648,152.668,150,4.245910611939767,High Value
"KitchenAid Blender, Black",3593.3312,618.7612,50,17.219709666617984,High Value
Pyle PMP37LED,3590.026,576.8999,43,16.06951871657754,High Value
"Memorex Keyboard, Erganomic",3578.743,640.123,63,17.88681109540417,High Value
"Chromcraft Round Table, Fully Assembled",3576.751,-1823.079,14,-50.97025205277079,Needs Attention
"Avery 3-Hole Punch, Recycled",3563.6611000000003,296.8711,151,8.330508756851206,High Value
"Samsung Signal Booster, with Caller ID",3562.2672000000002,-349.8628,42,-9.821351974944495,Needs Attention
"Cardinal 3-Hole Punch, Economy",3559.776,1021.5360000000001,145,28.69663709177207,High Value
"Stanley Sketch Pad, Blue",3555.881,950.101,90,26.719144988260297,High Value
"Cardinal 3-Hole Punch, Recycled",3545.856,529.506,147,14.933093729694605,High Value
Global Adaptabilities Conference Tables,3540.348,354.0348,14,10.0,High Value
"24 Capacity Maxi Data Binder Racks, Pearl",3537.24,536.9025,19,15.17857142857143,High Value
Global Comet Stacking Armless Chair,3528.79,514.366,14,14.576271186440678,High Value
"Harbour Creations Bag Chairs, Adjustable",3520.9211999999998,981.9912,80,27.890178286296212,High Value
"SAFCO Chairmat, Red",3514.6244,482.5844,80,13.730753135384822,High Value
Avanti 4.4 Cu. Ft. Refrigerator,3511.012,383.6776,24,10.92783505154639,High Value
"Novimex Bag Chairs, Adjustable",3500.5125,870.4425,90,24.866144600254962,High Value
"Smead Shelving, Single Width",3487.4208,430.5408,97,12.345536277124918,High Value
"Harbour Creations Bag Chairs, Black",3487.2775,822.9475,76,23.59856650352603,High Value
"Lesro Training Table, Fully Assembled",3483.7803,-842.5496999999999,19,-24.18492635715289,Needs Attention
"BIC Pencil Sharpener, Water Color",3483.3872,732.4472000000001,127,21.026867182608928,High Value
Hon Rectangular Conference Tables,3481.515,-295.815,20,-8.49673202614379,Needs Attention
"Logitech Memory Card, USB",3479.9334000000003,343.88339999999994,41,9.881896015596157,High Value
"Acco 3-Hole Punch, Durable",3472.7192,431.11920000000003,142,12.4144560838665,High Value
"Panasonic Receipt Printer, Wireless",3468.621,380.091,31,10.957985896989033,High Value
"Konica Phone, White",3465.216,835.5360000000001,46,24.112089982269506,High Value
"Kleencut Shears, Steel",3459.3642,688.8142,96,19.911583752875746,High Value
"Wilson Jones 3-Hole Punch, Recycled",3459.2670000000003,1077.387,140,31.144950649949827,High Value
"Iceberg OfficeWorks 42"" Round Tables",3457.442,-392.54799999999994,30,-11.353711790393012,Needs Attention
"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",3447.84,206.87040000000002,8,6.000000000000001,High Value
"Stanley Sketch Pad, Easy-Erase",3431.4700000000003,270.35,98,7.878547677817378,High Value
"Nokia Office Telephone, Cordless",3430.724,96.94400000000002,67,2.825759227498336,Needs Attention
"Hon Round Table, Rectangular",3423.2,-303.10999999999996,11,-8.854580509464828,Needs Attention
O'Sullivan Living Dimensions 5-Shelf Bookcases,3420.7704,-755.7515999999999,21,-22.09302325581395,Needs Attention
Geemarc AmpliPOWER60,3415.04,384.192,46,11.25,High Value
Hewlett-Packard Desktjet 6988DT Refurbished Printer,3404.5,1668.205,5,49.0,High Value
Bush Advantage Collection Round Conference Table,3401.6000000000004,210.47400000000002,19,6.1875,High Value
"Ikea Corner Shelving, Traditional",3400.558,437.12800000000004,37,12.854596216268039,High Value
Fellowes Stor/Drawer Steel Plus Storage Drawers,3397.308,78.25259999999999,37,2.3033707865168536,Needs Attention
"Bevis Round Table, Fully Assembled",3395.112,547.272,12,16.119409315510065,High Value
"Advantus Door Stop, Erganomic",3394.515,175.315,104,5.164655333678008,High Value
"Bevis Coffee Table, Adjustable Height",3373.4961,-426.4239,15,-12.640414791053118,Needs Attention
"Belkin Keyboard, Programmable",3368.241,310.641,53,9.222647666838567,High Value
"Breville Coffee Grinder, White",3363.4,-30.199999999999996,69,-0.8979009335791162,Needs Attention
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",3354.89,100.211,18,2.987012987012987,High Value
"Boston Pencil Sharpener, Easy-Erase",3353.4107,285.2507,133,8.50628585398144,High Value
"SAFCO Bag Chairs, Red",3349.8896,-136.19039999999998,93,-4.065519054717504,Needs Attention
"BIC Canvas, Easy-Erase",3334.8063,696.3663,73,20.881761558384966,High Value
"Memorex Numeric Keypad, Erganomic",3331.98,745.22,94,22.365680466269307,High Value
"Xerox Cards & Envelopes, 8.5 x 11",3326.0566000000003,872.0166,73,26.217731832945958,High Value
"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",3322.878,1517.9064,36,45.680473372781066,High Value
"Bush Andora Bookcase, Maple/Graphite Gray Finish",3317.7235,135.5887,34,4.086799276672694,High Value
Tenex Antistatic Computer Chair Mats,3317.0119999999997,-530.038,25,-15.979381443298971,Needs Attention
"Deflect-O Clock, Black",3312.2427000000002,-804.5273,102,-24.289503302399908,Needs Attention
"Belkin Numeric Keypad, Erganomic",3307.5325,-185.2475,71,-5.600776409604441,Needs Attention
"Belkin Keyboard, USB",3304.737,684.5269999999999,50,20.7135091234189,High Value
"Enermax Memory Card, Bluetooth",3297.4824,129.05239999999998,36,3.913664558148968,High Value
"Rogers Folders, Industrial",3287.396,-37.06400000000001,121,-1.1274577203354876,Needs Attention
"Stiletto Shears, High Speed",3284.2264,358.2964,82,10.909613295843428,High Value
"Epson Card Printer, Red",3282.958,1202.298,22,36.62239967736413,High Value
"Office Star Bag Chairs, Black",3279.552,384.452,76,11.722698710067716,High Value
"Lesro Computer Table, with Bottom Storage",3272.028,86.02800000000002,10,2.629195104687369,Needs Attention
"Safco Corner Shelving, Pine",3270.0635,519.0035,27,15.871358461387677,High Value
"Barricks Training Table, Fully Assembled",3266.9835,-681.2265,22,-20.85185003230044,Needs Attention
"Kleencut Trimmer, Steel",3263.5419,28.311899999999987,102,0.8675206529445809,Needs Attention
"Sanford Sketch Pad, Easy-Erase",3261.5175,1371.8375,76,42.06132574790723,High Value
"Hoover Toaster, Red",3253.596,227.87600000000003,51,7.0038197735674625,High Value
Bevis 44 x 96 Conference Tables,3253.2200000000003,-164.72000000000003,20,-5.063291139240507,Needs Attention
"Chromcraft Round Table, Rectangular",3252.69,-641.31,11,-19.716296357783865,Needs Attention
"Fiskars Trimmer, Serrated",3249.22,-63.440000000000026,112,-1.9524685924621916,Needs Attention
"Bush 3-Shelf Cabinet, Pine",3236.904,505.214,29,15.607938944126856,High Value
Ibico EB-19 Dual Function Manual Binding System,3234.913,1086.3772,23,33.582887700534755,High Value
"Barricks Round Table, Adjustable Height",3232.075,-1880.675,13,-58.187851457654915,Needs Attention
"Cardinal 3-Hole Punch, Clear",3232.002,649.332,131,20.090705389414982,High Value
"SAFCO Steel Folding Chair, Black",3228.488,474.878,54,14.708990710202425,High Value
"Eldon Trays, Industrial",3228.3849999999998,836.1550000000001,87,25.90010175366321,High Value
"Stanley Sketch Pad, Water Color",3223.197,610.597,80,18.94383123339963,High Value
GBC ProClick 150 Presentation Binding System,3222.996,-461.3308,22,-14.313725490196077,Needs Attention
"Rubbermaid Photo Frame, Durable",3217.6914,915.7414,85,28.459578193235064,High Value
"Novimex Chairmat, Black",3214.2939,618.0539,77,19.228294587498674,High Value
"Motorola Headset, VoIP",3213.9558,162.7258,53,5.0631001210408675,High Value
"Harbour Creations Bag Chairs, Red",3211.8398,717.0398,72,22.324893041053915,High Value
"Eldon Door Stop, Black",3211.2432,419.4932,73,13.06326471940836,High Value
Okidata C331dn Printer,3210.8,111.68,12,3.4782608695652173,High Value
"Fiskars Letter Opener, Easy Grip",3206.5144,748.0544,139,23.32920756569813,High Value
"Kleencut Letter Opener, Easy Grip",3192.401,768.881,141,24.08472494526847,High Value
"Memorex Keyboard, USB",3191.13,337.8,55,10.585591937652179,High Value
"Barricks Coffee Table, Fully Assembled",3190.2740999999996,-885.0759,15,-27.742942213021767,Needs Attention
"Panasonic Card Printer, Red",3189.1603999999998,-127.81960000000001,23,-4.0079388920043035,Needs Attention
"Advantus Photo Frame, Erganomic",3188.88,1007.04,80,31.57973959509295,High Value
"Stiletto Shears, Steel",3181.83,-76.37,88,-2.4001910850045416,Needs Attention
"Apple Office Telephone, with Caller ID",3179.5712000000003,382.5112,70,12.03027628379575,High Value
Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,3178.13,-167.27,20,-5.2631578947368425,Needs Attention
"Epson Receipt Printer, Red",3168.495,815.955,31,25.752131532478355,High Value
Jabra SPEAK 410,3158.064,654.1704,37,20.714285714285715,High Value
"Global Fabric Manager's Chair, Dark Gray",3150.576,499.851,35,15.865384615384615,High Value
"BIC Markers, Easy-Erase",3144.37,591.04,134,18.796770100210853,High Value
Hon 2111 Invitation Series Corner Table,3140.55,-401.9904,18,-12.8,Needs Attention
"Barricks Coffee Table, Rectangular",3140.2349999999997,-1426.875,18,-45.438478330443424,Needs Attention
Economy Rollaway Files,3138.8,693.84,20,22.105263157894736,High Value
"Tenex Clock, Black",3137.275,241.31499999999997,81,7.6918663489812005,High Value
"Hon Wood Table, Adjustable Height",3129.984,352.044,11,11.24746963562753,High Value
"Panasonic Card Printer, Wireless",3128.7599999999998,623.85,21,19.93920914355847,High Value
"SanDisk Cards & Envelopes, Recycled",3118.896,-257.624,81,-8.260102292606101,Needs Attention
"Elite Trimmer, Steel",3113.3798,993.4298,104,31.908403851017468,High Value
"Office Star Bag Chairs, Adjustable",3101.7653,386.13530000000003,80,12.448888379788118,High Value
BlackBerry Q10,3099.354,548.0565,27,17.682926829268293,High Value
"Barricks Computer Table, Adjustable Height",3098.0885,-876.5715,12,-28.29394641244109,Needs Attention
"Epson Receipt Printer, Durable",3096.2745,202.17449999999997,30,6.529605175510116,High Value
"Enermax Keyboard, Bluetooth",3082.1778,39.57780000000001,50,1.2840855579454244,Needs Attention
"Fiskars Shears, High Speed",3079.132,1230.872,71,39.97464220436149,High Value
Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,3059.7960000000003,1147.4235,25,37.5,High Value
"Hamilton Beach Blender, Black",3056.2323,171.04229999999998,56,5.596508485300674,High Value
"Eldon Clock, Black",3051.8916,671.3616,66,21.99821251842628,High Value
Hoover WindTunnel Plus Canister Vacuum,3051.3,697.44,9,22.857142857142858,High Value
Digium D40 VoIP phone,3044.164,571.4257,27,18.771186440677965,High Value
Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3040.0,1459.2,8,48.00000000000001,High Value
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",3039.5,401.214,31,13.200000000000001,High Value
Space Solutions HD Industrial Steel Shelving.,3035.208,24.143700000000003,27,0.7954545454545455,Needs Attention
Carina Double Wide Media Storage Towers in Natural & Black,3028.652,-3.239200000000003,39,-0.1069518716577541,Needs Attention
"Eaton Cards & Envelopes, Premium",3016.3674,442.0174,79,14.65396423525861,High Value
"Advantus Photo Frame, Duo Pack",3007.368,854.448,76,28.411820568683314,High Value
"Avery 3-Hole Punch, Clear",3007.0288,90.0888,127,2.995940710644341,Needs Attention
"Elite Trimmer, Serrated",2985.186,778.946,95,26.093717443402188,High Value
Compact Automatic Electric Letter Opener,2982.75,-57.268800000000006,26,-1.9200000000000002,Needs Attention
"SAFCO Chairmat, Black",2981.4105,-192.6495,71,-6.461689861225081,Needs Attention
"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",2979.004,54.71640000000002,26,1.836734693877552,Needs Attention
"Rogers Box, Blue",2978.3523999999998,-20.447600000000016,145,-0.6865406524761818,Needs Attention
O'Sullivan Living Dimensions 2-Shelf Bookcases,2970.059,-78.637,28,-2.6476578411405294,Needs Attention
"Bevis Training Table, Fully Assembled",2968.6105000000002,-998.5095,18,-33.63558472894979,Needs Attention
"Cisco Headset, VoIP",2963.3942,56.554199999999994,38,1.9084264928371661,Needs Attention
"Hoover Blender, Black",2962.2299,96.08989999999997,45,3.2438366785778503,Needs Attention
"Global Manager's Adjustable Task Chair, Storm",2959.208,493.70459999999997,23,16.683673469387752,High Value
"Acme Trimmer, Easy Grip",2955.722,152.72200000000004,78,5.166994730898238,High Value
GBC DocuBind P100 Manual Binding Machine,2954.444,489.641,27,16.57303370786517,High Value
"Logitech Keyboard, USB",2950.2382,59.71819999999998,59,2.0241823185666834,Needs Attention
"Hoover Coffee Grinder, White",2949.8282,-22.39180000000001,51,-0.7590882750392044,Needs Attention
"BIC Pencil Sharpener, Blue",2949.35,529.82,129,17.963958160272604,High Value
O'Sullivan Plantations 2-Door Library in Landvery Oak,2946.3668,-767.7436,22,-26.05729877216917,Needs Attention
3.6 Cubic Foot Counter Height Office Refrigerator,2946.2,-872.0752,18,-29.600000000000005,Needs Attention
"KitchenAid Toaster, Black",2939.4125,509.7825,39,17.343006468129264,High Value
"SanDisk Memory Card, USB",2931.8740000000003,596.114,35,20.332183443081114,High Value
Aastra 6757i CT Wireless VoIP phone,2929.984,482.5856,16,16.470588235294116,High Value
"Panasonic Phone, Red",2928.6828,318.9228,46,10.889632704504564,High Value
"Chromcraft Coffee Table, Adjustable Height",2917.2,60.780000000000015,16,2.0835047305635546,Needs Attention
"Boston Markers, Blue",2916.8736,651.5436,137,22.337052932290245,High Value
"SAFCO Bag Chairs, Adjustable",2914.1385,192.5885,81,6.60876276127576,High Value
Novimex Swivel Fabric Task Chair,2913.9139999999998,-445.39099999999996,25,-15.284974093264248,Needs Attention
"Deflect-O Clock, Durable",2912.9880000000003,135.49799999999996,82,4.6515124676105755,High Value
"Samsung Office Telephone, VoIP",2910.649,351.18899999999996,63,12.065659583137643,High Value
ShoreTel ShorePhone IP 230 VoIP phone,2906.628,422.475,21,14.534883720930234,High Value
"Binney & Smith Markers, Water Color",2904.9822,493.79220000000004,126,16.998114480701467,High Value
O'Sullivan Living Dimensions 3-Shelf Bookcases,2904.161,-170.83299999999997,17,-5.882352941176469,Needs Attention
"Belkin Mouse, Erganomic",2900.0424000000003,248.38240000000002,92,8.564785121762357,High Value
"Eldon Photo Frame, Duo Pack",2888.1405,-273.0895,72,-9.455547609266238,Needs Attention
Kensington 7 Outlet MasterPiece Power Center,2883.276,229.5942,21,7.962962962962964,High Value
"Hon Chairmat, Black",2881.206,-1.1939999999999982,67,-0.04144097992299051,Needs Attention
Logitech Wireless Gaming Headset G930,2879.82,763.1523,21,26.499999999999996,High Value
"Eldon Frame, Black",2874.0875,-120.5125,34,-4.193069974383174,Needs Attention
"Okidata Phone, White",2872.6936,123.94360000000002,41,4.3145429780607305,High Value
Bose SoundLink Bluetooth Speaker,2865.6,967.14,18,33.75,High Value
"Electrix Architect's Clamp-On Swing Arm Lamp, Black",2863.8,627.1722000000001,33,21.900000000000002,High Value
"Advantus Clock, Duo Pack",2861.4775,105.4375,71,3.684722315656859,High Value
"Deflect-O Clock, Erganomic",2853.7607,575.0907,74,20.152029565758614,High Value
"Hoover Toaster, White",2847.8522000000003,641.2122,42,22.515641787870873,High Value
"Lesro Round Back Collection Coffee Table, End Table",2847.7799999999997,-328.59,20,-11.538461538461538,Needs Attention
"SanDisk Cards & Envelopes, Premium",2847.7416,1016.9316,71,35.710107967661116,High Value
Okidata MB491 Multifunction Printer,2844.2999999999997,-434.13,9,-15.263157894736842,Needs Attention
"Acco 3-Hole Punch, Recycled",2843.8856,212.59560000000002,112,7.475532771079118,High Value
"Ames Interoffice Envelope, Security-Tint",2840.112,656.572,76,23.11782070566231,High Value
Premier Automatic Letter Opener,2836.366,-427.8586,14,-15.084745762711865,Needs Attention
"Belkin Numeric Keypad, USB",2829.856,-454.84400000000005,81,-16.073043999411986,Needs Attention
"Elite Shears, Easy Grip",2825.8893,-185.7507,77,-6.573176804908812,Needs Attention
"Memorex Keyboard, Bluetooth",2824.8262,391.86620000000005,52,13.872223360148672,High Value
"Cameo Interoffice Envelope, Recycled",2810.0135,789.8235,76,28.10746282891523,High Value
"Rubbermaid Door Stop, Duo Pack",2807.4786,314.96860000000004,74,11.218913654408622,High Value
"Chromcraft Wood Table, Fully Assembled",2807.142,164.442,9,5.857986521522602,High Value
"Rubbermaid Clock, Erganomic",2806.9638,1121.6538,70,39.95968170305581,High Value
Logitech Wireless Headset h800,2799.72,719.928,32,25.71428571428572,High Value
"Novimex Chairmat, Red",2799.159,258.509,66,9.235238155460266,High Value
"Logitech Numeric Keypad, Erganomic",2791.3696,678.5196,87,24.30776633807289,High Value
Xerox 1915,2789.01,1262.394,28,45.263157894736835,High Value
"Deflect-O Photo Frame, Black",2788.587,407.247,64,14.60406291788637,High Value
"Belkin Keyboard, Bluetooth",2787.612,-704.398,53,-25.26886812081452,Needs Attention
"Binney & Smith Pencil Sharpener, Easy-Erase",2779.2212,350.4712,118,12.61041042720889,High Value
"Fellowes Folders, Blue",2776.4,947.01,134,34.10927820198818,High Value
"Hon Bag Chairs, Red",2774.016,525.726,80,18.951801287375414,High Value
"Stiletto Letter Opener, Easy Grip",2773.248,389.408,120,14.041585894950614,High Value
"Eldon Trays, Blue",2771.067,538.747,69,19.44186120364466,High Value
"Cameo Interoffice Envelope, Set of 50",2764.3785,826.1385,81,29.885144165316003,High Value
"StarTech Phone, White",2761.616,836.416,43,30.287194164576103,High Value
Electrix Halogen Magnifier Lamp,2759.06,314.76599999999996,17,11.40845070422535,High Value
"Cisco Office Telephone, with Caller ID",2758.437,-46.44300000000001,48,-1.6836708614334863,Needs Attention
"Green Bar Cards & Envelopes, Premium",2757.5848,321.22479999999996,71,11.64877323083591,High Value
"Logitech Keyboard, Bluetooth",2757.447,539.667,54,19.57125558532947,High Value
"Jiffy Interoffice Envelope, Recycled",2756.624,887.084,75,32.18008694693219,High Value
Maxell iVDR EX 500GB Cartridge,2755.4,1184.8220000000001,10,43.00000000000001,High Value
"Belkin Flash Drive, Programmable",2755.1096,172.0096,71,6.243294277657776,High Value
"Hon Bag Chairs, Adjustable",2746.9224,-97.1576,89,-3.536961946941057,Needs Attention
VTech DS6151,2746.582,478.762,25,17.431192660550458,High Value
"Hoover Toaster, Silver",2746.3319,660.9019,48,24.064895433796618,High Value
Nortel Meridian M5316 Digital phone,2744.87,253.77100000000002,13,9.245283018867925,High Value
"Motorola Office Telephone, Cordless",2744.6532,-360.3068,57,-13.127589307093515,Needs Attention
O'Sullivan 4-Shelf Bookcase in Odessa Pine,2740.197,-975.0988,37,-35.5849889624724,Needs Attention
"Advantus Door Stop, Black",2739.6252,460.4652,79,16.807598353234596,High Value
"Carina Mini System Audio Rack, Model AR050B",2730.108,-68.8076,26,-2.5203252032520322,Needs Attention
"Stanley Pencil Sharpener, Fluorescent",2721.67,644.93,127,23.69611304823876,High Value
"Enermax Numeric Keypad, USB",2715.645,-266.00499999999994,70,-9.795278837992445,Needs Attention
"Lesro Training Table, Rectangular",2711.6466,-2581.2834000000003,25,-95.19247087728911,Needs Attention
"Bevis Round Table, with Bottom Storage",2710.1337000000003,-404.2563,7,-14.916470726149045,Needs Attention
"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",2706.08,578.6848,14,21.384615384615387,High Value
"Kraft Interoffice Envelope, Security-Tint",2706.024,605.0640000000001,69,22.359890377912393,High Value
Hon Mobius Operator's Chair,2705.7799999999997,499.3394,23,18.454545454545457,High Value
"Ibico 3-Hole Punch, Durable",2705.6324999999997,712.4825000000001,96,26.333306537380825,High Value
"Enermax Mouse, Bluetooth",2700.9073,741.4273000000001,81,27.45104580227541,High Value
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",2699.056,1260.221,29,46.69117647058824,High Value
"Eldon Door Stop, Durable",2691.7176,557.1576,70,20.69896188218259,High Value
"Advantus Clock, Black",2685.1275,484.32750000000004,70,18.037411631291253,High Value
"Bevis Computer Table, with Bottom Storage",2682.234,-159.06600000000003,9,-5.930355069691908,Needs Attention
"Fiskars Shears, Easy Grip",2678.5946,335.5346,71,12.526516703946166,High Value
"Avery 3-Hole Punch, Durable",2677.565,749.6750000000001,121,27.99838659378951,High Value
"Binney & Smith Sketch Pad, Easy-Erase",2672.4024,231.6924,79,8.669817090420215,High Value
"Bevis Round Conference Table Top, X-Base",2671.421,-519.941,20,-19.46308724832215,Needs Attention
"Fellowes Folders, Single Width",2669.9586,832.1286,117,31.166348422031714,High Value
"Kleencut Trimmer, Easy Grip",2665.2255,373.50550000000004,72,14.014029957315058,High Value
"Binney & Smith Markers, Fluorescent",2663.6935,465.4135,118,17.472486980953327,High Value
Imation Bio 8GB USB Flash Drive Imation Corp,2659.84,398.976,16,15.0,High Value
"BIC Pencil Sharpener, Easy-Erase",2658.6240000000003,102.294,104,3.847629450422474,High Value
"Xerox Cards & Envelopes, Recycled",2655.8488,826.3688,75,31.11505444135223,High Value
Global Highback Leather Tilter in Burgundy,2647.809,49.1346,34,1.8556701030927831,Needs Attention
"Acme Shears, High Speed",2646.592,666.852,67,25.196630232389428,High Value
Cisco 8x8 Inc. 6753i IP Business Phone System,2645.804,83.69380000000001,26,3.1632653061224496,Needs Attention
Premier Electric Letter Opener,2641.608,-7.105427357601002e-15,24,-2.689811416985791e-16,Needs Attention
"Fiskars Trimmer, Steel",2637.664,-45.47599999999999,74,-1.7241013260218128,Needs Attention
"Eaton Note Cards, Premium",2632.9772,232.59719999999996,131,8.833999777894013,High Value
Vtech CS6719,2630.1259999999997,418.51640000000003,32,15.91240875912409,High Value
"Boston Markers, Easy-Erase",2628.036,-52.68399999999999,119,-2.004690955527245,Needs Attention
"Tenex Clock, Durable",2624.5128,535.2528,87,20.39436805185328,High Value
NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,2623.8360000000002,723.1548,18,27.560975609756095,High Value
"Acme Trimmer, Steel",2620.9148,317.2548,79,12.10473533897401,High Value
"Jiffy Interoffice Envelope, Set of 50",2620.7639999999997,-32.466,74,-1.2387990677527625,Needs Attention
Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,2619.738,995.9004,29,38.01526717557252,High Value
"Kleencut Box Cutter, High Speed",2615.844,-283.096,115,-10.822357908193302,Needs Attention
"Enermax Mouse, Erganomic",2615.819,497.409,79,19.015421174018538,High Value
"Ibico 3-Hole Punch, Clear",2615.0313,749.3613,101,28.65592086794525,High Value
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,2612.196,153.3528,43,5.870646766169155,High Value
Motorola Droid Maxx,2609.826,341.9772,21,13.103448275862068,High Value
"Enermax Flash Drive, Programmable",2608.1592,399.7392,70,15.326487738938635,High Value
"Bevis Wood Table, Adjustable Height",2607.56,542.8399999999999,8,20.81792940526776,High Value
"Barricks Wood Table, Rectangular",2603.37,648.27,6,24.90118577075099,High Value
"StarTech Receipt Printer, Wireless",2597.5242,100.3842,26,3.864610770517557,High Value
"Enermax Mouse, Programmable",2592.2336999999998,300.6537,69,11.598248259792319,High Value
Hon Deluxe Fabric Upholstered Stacking Chairs,2586.1879999999996,-48.796,15,-1.886792452830189,Needs Attention
"Office Star Bag Chairs, Red",2577.96,210.21000000000004,60,8.154121863799284,High Value
"BIC Pencil Sharpener, Fluorescent",2572.3446,580.9746,93,22.585410990424844,High Value
"Kleencut Shears, Serrated",2570.3811,-167.51889999999997,86,-6.517278702368297,Needs Attention
"Enermax Mouse, USB",2565.405,229.365,74,8.94069357469873,High Value
"Stiletto Box Cutter, Steel",2559.609,424.009,85,16.56538166571535,High Value
"Deflect-O Clock, Duo Pack",2555.6059,507.6459,58,19.864013461543504,High Value
"Stanley Markers, Fluorescent",2554.7158,664.7558,127,26.020733891417592,High Value
"Eaton Cards & Envelopes, Recycled",2552.8455,344.6655,72,13.501228335204777,High Value
"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",2552.54,51.050799999999995,23,1.9999999999999998,Needs Attention
"Chromcraft Computer Table, Fully Assembled",2550.76,376.61,11,14.76461917232511,High Value
"Elite Trimmer, Easy Grip",2543.5761,621.8961,82,24.44967539992218,High Value
"Acco 3-Hole Punch, Clear",2543.3869999999997,29.086999999999993,109,1.143632486916069,Needs Attention
Bevis Boat-Shaped Conference Table,2542.467,-445.587,15,-17.525773195876287,Needs Attention
Fellowes Powershred HS-440 4-Sheet High Security Shredder,2541.8360000000002,1092.6795,17,42.98780487804878,High Value
"Rubbermaid Photo Frame, Duo Pack",2538.69,837.38,57,32.984728344146,High Value
"Okidata Receipt Printer, White",2535.9924,101.89240000000001,27,4.017851157598107,High Value
"SAFCO Chairmat, Set of Two",2534.9388,275.6388,58,10.87358795407605,High Value
"Hoover Coffee Grinder, Red",2533.7650000000003,88.60499999999999,49,3.496969924203704,Needs Attention
"Rubbermaid Stacking Tray, Erganomic",2532.9078,364.7078,141,14.398779142296455,High Value
"Deflect-O Door Stop, Black",2530.348,-554.632,89,-21.91919846598175,Needs Attention
"Eldon Door Stop, Erganomic",2523.552,239.482,65,9.489877759602336,High Value
"Breville Toaster, Red",2520.1792,264.6092,48,10.499618439831579,High Value
Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.958,-251.9958,7,-10.0,Needs Attention
"Tenex Clock, Duo Pack",2518.1832,588.1732,67,23.357045666891906,High Value
