Product_Name,Sales,Profit,Avg_Discount_%
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",5098.176,-404.00640000000004,31.666666666666664
"StarTech Printer, Wireless",5097.783,460.83299999999997,9.375
"Boston Pencil Sharpener, Water Color",5093.352,972.782,15.084745762711865
"Eldon Trays, Wire Frame",5085.9648,599.1148000000001,20.424999999999997
"Ikea Floating Shelf Set, Metal",5082.68,139.64000000000001,6.153846153846154
"Rogers Shelving, Industrial",5066.1925,787.6225000000001,9.257142857142858
"Tenex Frame, Erganomic",5060.036,987.3359999999999,14.863636363636365
"Smead Trays, Blue",5057.9184,346.63839999999993,14.738095238095239
"Apple Office Telephone, Cordless",5057.517,2007.417,15.555555555555555
"Sanford Sketch Pad, Fluorescent",5052.594,1565.964,13.714285714285715
"Bush Corner Shelving, Traditional",5044.3265,649.5465,21.153846153846153
"Hon Computer Table, with Bottom Storage",5043.186000000001,474.42599999999993,10.0
"StarTech Printer, Durable",5036.0985,-479.55150000000003,22.14285714285714
"Eldon Shelving, Industrial",5033.44,-216.15999999999997,16.216216216216218
"Konica Receipt Printer, Wireless",5020.4,805.93,1.7857142857142856
"Tenex Frame, Duo Pack",5018.5576,-60.7524,16.5
Hoover Shoulder Vac Commercial Portable Vacuum,5009.48,715.64,18.333333333333336
"Panasonic Card Printer, Durable",5001.9346000000005,1017.8546,25.636363636363633
"Logitech Memory Card, Bluetooth",4996.7,-240.65999999999997,23.333333333333332
"Epson Inkjet, White",4992.7995,375.5295,14.166666666666666
"Binney & Smith Sketch Pad, Water Color",4980.525,1119.125,10.0
Panasonic KX-TG9471B,4978.146000000001,1168.1004,5.714285714285714
"Cisco Headset, Cordless",4965.8717,32.26169999999997,17.849999999999998
Chromcraft Rectangular Conference Tables,4952.673,-450.243,32.22222222222222
"Chromcraft Wood Table, Adjustable Height",4944.0419999999995,872.202,30.0
"Okidata Receipt Printer, Red",4928.463,-179.27700000000007,12.5
"Samsung Office Telephone, Cordless",4928.268,171.948,12.105263157894736
"Tenex Trays, Blue",4922.4487,581.3086999999999,13.789473684210526
"Enermax Memory Card, Programmable",4919.1442,1347.9342000000001,10.53846153846154
Apple iPhone 5S,4901.914000000001,512.991,20.0
"Okidata Receipt Printer, Durable",4900.2849,-230.13509999999997,15.5
"Fellowes Trays, Single Width",4893.9066,1524.3066000000001,14.366666666666669
O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,4886.46,566.4674,15.0
"Advantus Frame, Black",4881.872,-308.75800000000004,21.11111111111111
"Chromcraft Round Table, with Bottom Storage",4881.195,186.615,39.0
"Deflect-O Frame, Duo Pack",4879.632,-527.328,14.277777777777779
"Panasonic Inkjet, Wireless",4871.7249,302.60490000000004,9.2
"Samsung Headset, Cordless",4871.5095,1343.9495,18.166666666666668
"Apple Headset, with Caller ID",4864.464,374.624,15.833333333333332
Brother DCP1000 Digital 3 in 1 Multifunction Machine,4859.838,1154.9615000000001,14.285714285714285
"Enermax Keyboard, Erganomic",4858.5914999999995,1149.6615,15.4
"Tenex Trays, Wire Frame",4847.592,1673.3319999999999,13.899999999999999
"Boston Sketch Pad, Fluorescent",4846.2258,147.4658,6.0625
"Novimex Steel Folding Chair, Red",4845.2657,337.09569999999997,14.379310344827587
"Memorex Memory Card, Programmable",4840.5246,552.3246,9.842105263157896
"Binney & Smith Pencil Sharpener, Water Color",4836.1768,1215.2968,12.254545454545456
Fellowes Staxonsteel Drawer Files,4829.25,509.9688,2.857142857142857
"Brother Ink, Digital",4824.2361200000005,866.65612,11.985714285714286
"Hewlett Fax and Copier, Color",4820.31294,1162.85294,8.709090909090909
"Stanley Canvas, Fluorescent",4812.2478,1325.8078,11.864864864864865
"Bush Floating Shelf Set, Traditional",4805.8362,653.6562,16.214285714285715
"StarTech Card Printer, Wireless",4803.63,-128.12999999999997,34.90909090909091
"Konica Receipt Printer, White",4796.235,1211.985,12.692307692307692
"Dania 3-Shelf Cabinet, Traditional",4789.0255,706.1955,11.692307692307692
"Hamilton Beach Microwave, Silver",4787.094,237.65399999999997,13.999999999999998
"Memorex Keyboard, Programmable",4783.16,722.25,15.153846153846153
"Wilson Jones Binding Machine, Durable",4783.1034,-256.0966,16.26829268292683
"Fellowes Trays, Blue",4782.6913,-575.0687,17.114285714285714
Smead Adjustable Mobile File Trolley with Lockable Top,4778.766,1106.6616,6.666666666666667
High-Back Leather Manager's Chair,4770.633,-197.5848,16.666666666666664
"Motorola Headset, Full Size",4747.5477,706.8877,16.42105263157895
"Okidata Printer, Durable",4742.9338,-626.0662,32.90909090909091
"Motorola Office Telephone, Full Size",4742.1625,791.5324999999999,16.91304347826087
"HP Fax and Copier, Laser",4732.22982,1104.68982,3.4600000000000004
"Konica Card Printer, Wireless",4729.59,1288.74,17.272727272727273
"Apple Audio Dock, Cordless",4727.259,381.639,6.538461538461539
"Chromcraft Wood Table, Rectangular",4724.0856,-665.7544,38.99999999999999
"Ikea Floating Shelf Set, Mobile",4713.316,872.716,14.545454545454547
"KitchenAid Toaster, White",4712.1516,1666.1916,2.8888888888888893
"Novimex Chairmat, Set of Two",4711.6125,1354.7325,13.25
"Konica Card Printer, Durable",4709.458,-612.732,25.0
"Eldon Shelving, Blue",4705.1328,864.8028,20.973684210526315
SAFCO Boltless Steel Shelving,4704.696,-470.4696,10.0
"Sharp Ink, High-Speed",4677.4897599999995,259.14976,2.3692307692307693
"Rogers Trays, Blue",4654.784,693.2239999999999,13.2258064516129
"Tenex Frame, Black",4652.154,370.544,7.352941176470589
"Epson Receipt Printer, Wireless",4644.1404999999995,98.32049999999998,15.769230769230768
"Memorex Memory Card, Bluetooth",4640.3308,1190.7908,11.076923076923077
Global Executive Mid-Back Manager's Chair,4626.582,750.7284,11.666666666666666
DMI Arturo Collection Mission-style Design Wood Chair,4619.987999999999,486.15560000000005,19.090909090909093
Polycom CX600 IP Phone VoIP phone,4619.23,896.8505,15.000000000000002
"Novimex Steel Folding Chair, Adjustable",4617.24,-27.9,15.714285714285714
"BIC Canvas, Water Color",4615.2432,-215.5368,8.3
"Enermax Keyboard, USB",4610.217,786.527,19.583333333333332
"Samsung Office Telephone, Full Size",4608.6996,19.599600000000024,19.458333333333332
"Apple Office Telephone, VoIP",4602.048,1016.778,17.708333333333336
Letter Size Cart,4600.092,1252.8822,5.0
"Rogers Shelving, Blue",4591.407,216.207,15.294117647058824
"Wilson Jones Binding Machine, Clear",4576.1742,898.3142,7.379310344827586
"Stanley Canvas, Easy-Erase",4571.935,856.515,12.487179487179487
"Ikea 3-Shelf Cabinet, Traditional",4560.9288,1369.2287999999999,20.75
"Hon Steel Folding Chair, Set of Two",4554.158100000001,420.0081,21.35
KI Adjustable-Height Table,4552.641,-248.4822,23.61111111111111
"Harbour Creations Chairmat, Set of Two",4550.535,-227.73499999999999,20.560000000000002
"Binney & Smith Sketch Pad, Fluorescent",4549.2824,-572.6676,17.07894736842105
"Bevis Training Table, Adjustable Height",4547.2994,-316.16060000000004,31.166666666666664
"Hon Bag Chairs, Set of Two",4546.45,221.35,18.42857142857143
"Bevis Round Bullnose 29"" High Table Top",4544.925,-192.18540000000002,26.0
"Dania 3-Shelf Cabinet, Metal",4541.999,280.6190000000001,14.166666666666666
"Smead Trays, Industrial",4537.776,995.106,14.027777777777779
"Apple Speaker Phone, Full Size",4535.076,385.38599999999997,15.0
"Chromcraft Conference Table, Adjustable Height",4520.11,90.20000000000005,40.0
Fellowes Officeware Wire Shelving,4509.465999999999,-332.371,7.272727272727273
Samsung Galaxy Note 2,4507.902,-128.79719999999998,30.000000000000004
"Stanley Canvas, Water Color",4503.1545,1484.5445,8.821428571428571
"Okidata Card Printer, Durable",4492.0035,-423.2065,15.699999999999998
"Okidata Card Printer, Red",4480.182,243.37199999999999,8.5
"Fellowes Strictly Business Drawer File, Letter/Legal Size",4479.03,388.746,5.714285714285714
Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,4476.96,956.9502,10.0
"Konica Receipt Printer, Red",4473.52,433.51,18.333333333333332
"Fiskars Trimmer, Easy Grip",4466.8104,1381.9404,2.3928571428571432
"Advantus Frame, Duo Pack",4453.870800000001,916.2708,13.8
"Ikea Corner Shelving, Metal",4449.9264,-523.7436,12.933333333333334
"Canon Ink, High-Speed",4448.1945,530.5045,6.957142857142857
"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",4446.175,-1147.4,30.0
"Avery Binding Machine, Recycled",4438.332,1264.422,9.757575757575758
Nortel Meridian M3904 Professional Digital phone,4434.912,936.2592000000001,8.0
"Acco Binding Machine, Economy",4429.6733,229.7933,18.294117647058822
"Cisco Office Telephone, VoIP",4420.8525,472.04249999999996,28.076923076923077
Global Commerce Series Low-Back Swivel/Tilt Chairs,4420.056,41.1168,27.142857142857142
"SAFCO Steel Folding Chair, Set of Two",4414.712399999999,1247.4624000000001,18.64705882352941
"Hewlett Ink, Color",4412.92752,201.64752,10.033333333333333
"Tenex Shelving, Blue",4410.5154,-725.5046,19.6
"Smead Trays, Wire Frame",4401.545,248.875,9.0625
Sharp 1540cs Digital Laser Copier,4399.92,1649.97,17.142857142857146
"Tenex Shelving, Single Width",4397.9875,599.9875,11.636363636363637
"Hon Chairmat, Set of Two",4395.9024,1211.7924,19.36
"Sanford Pencil Sharpener, Easy-Erase",4393.095,1837.895,13.77551020408163
"Binney & Smith Canvas, Water Color",4389.561,1534.221,16.71875
Logitech G19 Programmable Gaming Keyboard,4389.246,729.0612,2.5
"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",4384.044,-36.533699999999996,2.857142857142857
"SAFCO Steel Folding Chair, Adjustable",4382.364,1244.904,13.0
"Smead Trays, Single Width",4381.5849,578.4849,19.48780487804878
"Acco Binding Machine, Durable",4377.241,1235.821,4.117647058823529
"Smead Shelving, Wire Frame",4351.68,438.56,15.804347826086957
"Office Star Chairmat, Set of Two",4351.2613,1426.1713,11.347826086956523
"Eldon Frame, Erganomic",4349.744,-310.786,15.0
"Apple Headset, VoIP",4349.4105,209.68050000000002,12.260869565217392
"Memorex Numeric Keypad, Bluetooth",4335.4866,879.5666,15.1025641025641
"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",4334.827499999999,430.0695,17.5
"Hon Steel Folding Chair, Red",4333.1723999999995,1000.5324,20.55
Bevis 36 x 72 Conference Tables,4332.252,448.164,16.25
GBC DocuBind TL200 Manual Binding Machine,4322.814,1592.4978,21.666666666666668
"Panasonic Receipt Printer, White",4322.6013,513.6213,15.636363636363637
"SAFCO Chairmat, Adjustable",4317.6676,-301.8224,18.454545454545453
"Enermax Keyboard, Programmable",4317.6672,989.9372,11.307692307692307
"Green Bar Cards & Envelopes, Multicolor",4306.04,61.579999999999984,14.800000000000002
"Belkin Memory Card, Erganomic",4305.0872,967.6772,19.27777777777778
"Tenex Frame, Durable",4304.2989,521.1488999999999,18.7
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",4297.644,-611.5877999999999,33.33333333333333
"Samsung Office Telephone, with Caller ID",4297.1284,298.40840000000003,13.652173913043478
"Enermax Memory Card, Erganomic",4284.17,1147.22,14.047619047619047
"Lesro Coffee Table, with Bottom Storage",4275.6,249.47999999999996,16.666666666666664
"Sanford Sketch Pad, Water Color",4269.5905999999995,1519.1106,11.068965517241379
"Cardinal Binding Machine, Recycled",4269.5721,527.7021,15.029411764705882
Cisco 9971 IP Video Phone Charcoal,4268.0,466.4,35.0
"Panasonic Receipt Printer, Durable",4259.904,786.8340000000001,10.0
"Samsung Headset, VoIP",4232.4975,1397.5275,11.842105263157894
"Samsung Headset, with Caller ID",4227.7880000000005,-175.172,19.142857142857142
"Belkin Keyboard, Erganomic",4226.6406,25.46059999999993,14.277777777777779
"Lesro Training Table, Adjustable Height",4223.8308,-1443.9792000000002,34.57142857142857
Motorola L703CM,4211.7300000000005,467.97,16.666666666666664
GBC DocuBind 200 Manual Binding Machine,4209.8,1052.45,32.5
Hewlett Packard 310 Color Digital Copier,4199.86,839.972,13.333333333333334
"SAFCO Commercial Wire Shelving, Black",4199.456,-635.444,14.000000000000002
"Boston Canvas, Blue",4187.1384,834.8184,17.344827586206897
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,4185.48,342.88739999999996,16.0
Fellowes PB200 Plastic Comb Binding Machine,4181.754,693.5592,32.22222222222222
Cisco SPA301,4180.532,904.742,15.555555555555555
"Office Star Chairmat, Red",4180.0088,1185.3288,12.769230769230772
"Boston Canvas, Easy-Erase",4174.7904,495.47040000000004,16.324324324324323
"Boston Sketch Pad, Water Color",4167.5996,-826.5304,20.42857142857143
"Global Wood Trimmed Manager's Task Chair, Khaki",4166.884,-503.1194,22.857142857142858
"Sharp Ink, Color",4161.5239,684.8839,18.8
"Apple Office Telephone, Full Size",4158.6279,701.7579000000001,16.38095238095238
"SanDisk Numeric Keypad, Erganomic",4155.735,461.445,3.684210526315789
"Chromcraft Wood Table, with Bottom Storage",4149.672,-310.648,35.0
"Eldon Trays, Single Width",4146.72,320.96,17.314285714285717
"SanDisk Keyboard, Erganomic",4123.08,926.6999999999999,12.0
"Sanford Markers, Water Color",4122.5514,402.2114,9.071428571428571
Canon PC-428 Personal Copier,4119.794,1469.9265,20.000000000000004
"Motorola Signal Booster, with Caller ID",4115.4646,873.0346,4.923076923076923
"Boston Sketch Pad, Easy-Erase",4111.2702,678.0402,12.485714285714286
"Binney & Smith Canvas, Easy-Erase",4097.1847,642.7746999999999,10.586206896551724
"BIC Sketch Pad, Blue",4093.928,10.507999999999974,15.657894736842106
"Epson Phone, Wireless",4084.9365,1739.9865,6.25
"Rubbermaid Frame, Black",4069.5930000000003,294.453,14.266666666666664
"Breville Blender, White",4067.253,964.203,12.142857142857144
"Hoover Blender, White",4063.6800000000003,-128.47999999999996,12.142857142857144
"Motorola Headset, Cordless",4048.8371,89.84709999999998,16.1
Wireless Extenders zBoost YX545 SOHO Signal Booster,4044.3860000000004,733.2812,14.285714285714285
"Barricks Wood Table, Fully Assembled",4043.52,437.03999999999996,6.666666666666667
"Motorola Speaker Phone, with Caller ID",4031.3994,542.7094000000001,21.307692307692307
"Rogers Shelving, Single Width",4024.6528,-377.9672,18.037037037037038
"Ikea Corner Shelving, Pine",4022.59,754.09,15.333333333333332
"Sanford Sketch Pad, Blue",4019.9772,-230.93280000000001,15.0625
"Logitech Memory Card, Programmable",4013.408,695.088,11.176470588235293
Fellowes Super Stor/Drawer Files,4006.44,473.34150000000005,6.666666666666668
Samsung Galaxy S4 Active,3999.92,1039.9792,0.0
WD My Passport Ultra 2TB Portable External Hard Drive,3998.4,499.8,2.5
"Rogers Trays, Single Width",3994.2826,-571.6474,18.130434782608695
Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,1995.99,0.0
Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,3989.734,425.7596,15.714285714285717
"Cardinal Binding Machine, Durable",3987.097,1000.0070000000001,5.151515151515151
"Novimex Bag Chairs, Black",3986.0420999999997,447.6921,17.8
"Epson Phone, Durable",3976.9239,229.80390000000003,20.11764705882353
Polycom SoundStation2 EX Conference phone,3968.5099999999998,518.336,20.0
"Acco 3-Hole Punch, Economy",3968.2096,344.56960000000004,6.454545454545454
Hon Racetrack Conference Tables,3963.901,-598.5228,28.33333333333334
"Lesro Round Table, Adjustable Height",3960.6240000000003,-2402.976,43.4
Canon Image Class D660 Copier,3959.9339999999997,1691.9718,10.0
"Global Airflow Leather Mesh Back Chair, Black",3955.676,573.724,15.555555555555555
Fellowes High-Stak Drawer Files,3946.656,419.3322,12.5
"Enermax Note Cards, Premium",3940.6707,573.2307,13.813953488372094
"Harbour Creations Steel Folding Chair, Adjustable",3938.2419999999997,700.972,19.375
"Safco Stackable Bookrack, Mobile",3933.0719999999997,-217.15800000000002,17.142857142857142
"Bevis Training Table, Rectangular",3929.6325,336.83250000000004,16.25
"Hon Chairmat, Red",3921.8988,178.09879999999998,15.346153846153848
"Fellowes Shelving, Industrial",3921.4368,919.7268,10.285714285714285
"Konica Phone, Red",3921.147,941.667,16.57894736842105
"Nokia Office Telephone, with Caller ID",3914.0959,-186.30409999999998,20.076923076923077
"Enermax Numeric Keypad, Erganomic",3905.9198,524.0798,9.666666666666666
"Fellowes Shelving, Blue",3899.5728,734.8628,9.458333333333334
"Green Bar Cards & Envelopes, 8.5 x 11",3897.726,481.826,9.423076923076925
"Memorex Memory Card, USB",3893.5568,580.0968,17.736842105263158
"Panasonic Card Printer, White",3889.5274999999997,-693.5624999999999,36.5
"Okidata Card Printer, Wireless",3885.843,-722.277,23.636363636363637
"Breville Microwave, Black",3884.706,602.106,12.5
"Epson Receipt Printer, White",3877.6295999999998,683.6796,19.07142857142857
"Lesro Wood Table, Rectangular",3867.25,-666.5,20.833333333333336
"Logitech Keyboard, Programmable",3865.12,387.13,12.391304347826088
Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,3861.056,289.57919999999996,20.0
"Wilson Jones 3-Hole Punch, Durable",3859.258,844.318,10.961538461538462
"Barricks Wood Table, Adjustable Height",3858.792,-258.1379999999999,43.33333333333333
Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,3855.18,1503.5202,0.0
"Advantus Photo Frame, Black",3854.8248,-194.90519999999998,16.523809523809526
Polycom SoundPoint IP 450 VoIP phone,3839.62,162.6192,23.333333333333336
"Konica Printer, Red",3837.0552000000002,200.8752,28.555555555555557
"Cardinal 3-Hole Punch, Durable",3833.657,1346.797,7.833333333333334
"SanDisk Numeric Keypad, USB",3819.546,734.046,14.130434782608695
"Harbour Creations Chairmat, Adjustable",3819.3505999999998,1077.7806,13.789473684210526
Google Nexus 5,3815.788,710.9605,12.000000000000002
"Cisco Office Telephone, Cordless",3782.274,613.414,15.625
Hon Non-Folding Utility Tables,3775.647,541.654,20.0
"StarTech Receipt Printer, White",3747.0762,941.4162,4.0
"Hon Computer Table, Adjustable Height",3747.0465,-911.1735,21.666666666666664
Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),3743.7920000000004,21.5988,8.0
"Hon Coffee Table, with Bottom Storage",3743.415,-784.835,29.28571428571428
"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",3739.115,608.043,27.999999999999996
"StarTech Card Printer, Durable",3733.263,177.333,17.727272727272727
"Lesro Round Table, Fully Assembled",3723.0708,-154.3092,46.4
"Sharp Ink, Digital",3721.2519,535.0119,5.300000000000001
"Cisco Office Telephone, Full Size",3719.8975,608.8475,15.857142857142856
"Hon Chairmat, Adjustable",3707.478,765.318,11.73913043478261
"Stanley Markers, Water Color",3701.0808,768.4008,13.204081632653061
"Smead Shelving, Industrial",3700.4796,26.229600000000005,15.42857142857143
"BIC Sketch Pad, Easy-Erase",3700.4128,1211.2528,12.137931034482758
"Bevis Conference Table, Rectangular",3685.32,1037.92,30.0
"Hon Steel Folding Chair, Black",3684.8835,-326.6465,22.5
Aastra 57i VoIP phone,3684.708,575.3316,14.285714285714285
"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",3680.538,-491.175,18.88888888888889
"Office Star Steel Folding Chair, Set of Two",3677.9076,910.4976,19.133333333333333
"SanDisk Keyboard, Bluetooth",3675.5628,419.2128,14.785714285714285
"Bevis Computer Table, Adjustable Height",3674.272,-105.06800000000004,15.000000000000002
"Panasonic Receipt Printer, Red",3671.355,798.6550000000001,15.333333333333332
"Sanford Canvas, Water Color",3667.71,-497.59000000000003,23.333333333333332
"Sauder Stackable Bookrack, Traditional",3666.752,-131.10799999999995,17.69230769230769
"Barricks Conference Table, Rectangular",3663.8325,-2487.9675,34.99999999999999
"Lesro Round Table, with Bottom Storage",3661.281,-33.27899999999998,33.33333333333333
Polycom VoiceStation 500 Conference phone,3657.38,339.1925,16.0
"Nokia Headset, Full Size",3656.264,441.664,4.133333333333333
"Novimex Chairmat, Adjustable",3645.4990000000003,68.89900000000002,18.478260869565215
"Dania Floating Shelf Set, Pine",3641.6,-302.05999999999995,20.363636363636363
"Situations Contoured Folding Chairs, 4/Set",3641.2740000000003,234.234,18.000000000000004
"Sharp Personal Copier, High-Speed",3638.984,254.88400000000001,16.614285714285714
"Nokia Headset, VoIP",3638.04,739.5799999999999,8.0
"Harbour Creations Steel Folding Chair, Red",3636.2871999999998,-79.29280000000004,23.523809523809526
"Barricks Round Table, with Bottom Storage",3635.9475,-1715.3325,28.333333333333332
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",3626.0056,-208.65040000000002,23.375
"Office Star Chairmat, Black",3623.1611000000003,1149.7511,11.588235294117647
Toshiba IPT2010-SD IP Telephone,3613.74,425.3094,17.5
"Hewlett Personal Copier, Digital",3613.48416,306.98416000000003,17.78
"Ibico 3-Hole Punch, Recycled",3606.824,1011.044,13.08108108108108
"Konica Card Printer, White",3604.6780000000003,446.33799999999997,10.0
"Bush Cubix Conference Tables, Fully Assembled",3603.288,311.82300000000004,20.0
"Motorola Office Telephone, VoIP",3598.0085,680.9085,22.1
"Green Bar Note Cards, Premium",3595.648,152.668,12.720930232558139
"KitchenAid Blender, Black",3593.3312,618.7612,20.73333333333333
Pyle PMP37LED,3590.026,576.8999,10.0
"Memorex Keyboard, Erganomic",3578.743,640.123,11.333333333333332
"Chromcraft Round Table, Fully Assembled",3576.751,-1823.079,43.333333333333336
"Avery 3-Hole Punch, Recycled",3563.6611000000003,296.8711,13.551020408163264
"Samsung Signal Booster, with Caller ID",3562.2672000000002,-349.8628,28.142857142857146
"Cardinal 3-Hole Punch, Economy",3559.776,1021.5360000000001,10.91304347826087
"Stanley Sketch Pad, Blue",3555.881,950.101,9.466666666666667
"Cardinal 3-Hole Punch, Recycled",3545.856,529.506,14.857142857142854
Global Adaptabilities Conference Tables,3540.348,354.0348,15.000000000000002
"24 Capacity Maxi Data Binder Racks, Pearl",3537.24,536.9025,10.0
Global Comet Stacking Armless Chair,3528.79,514.366,16.666666666666664
"Harbour Creations Bag Chairs, Adjustable",3520.9211999999998,981.9912,18.434782608695652
"SAFCO Chairmat, Red",3514.6244,482.5844,14.76666666666667
Avanti 4.4 Cu. Ft. Refrigerator,3511.012,383.6776,14.285714285714285
"Novimex Bag Chairs, Adjustable",3500.5125,870.4425,13.307692307692307
"Smead Shelving, Single Width",3487.4208,430.5408,14.911764705882355
"Harbour Creations Bag Chairs, Black",3487.2775,822.9475,16.64
"Lesro Training Table, Fully Assembled",3483.7803,-842.5496999999999,24.5
"BIC Pencil Sharpener, Water Color",3483.3872,732.4472000000001,11.297297297297296
Hon Rectangular Conference Tables,3481.515,-295.815,32.5
"Logitech Memory Card, USB",3479.9334000000003,343.88339999999994,14.799999999999999
"Acco 3-Hole Punch, Durable",3472.7192,431.11920000000003,12.170731707317074
"Panasonic Receipt Printer, Wireless",3468.621,380.091,8.200000000000001
"Konica Phone, White",3465.216,835.5360000000001,14.133333333333335
"Kleencut Shears, Steel",3459.3642,688.8142,14.045454545454545
"Wilson Jones 3-Hole Punch, Recycled",3459.2670000000003,1077.387,7.973684210526316
"Iceberg OfficeWorks 42"" Round Tables",3457.442,-392.54799999999994,20.0
"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",3447.84,206.87040000000002,0.0
"Stanley Sketch Pad, Easy-Erase",3431.4700000000003,270.35,20.54054054054054
"Nokia Office Telephone, Cordless",3430.724,96.94400000000002,7.857142857142857
"Hon Round Table, Rectangular",3423.2,-303.10999999999996,20.0
O'Sullivan Living Dimensions 5-Shelf Bookcases,3420.7704,-755.7515999999999,24.0
Geemarc AmpliPOWER60,3415.04,384.192,18.181818181818183
Hewlett-Packard Desktjet 6988DT Refurbished Printer,3404.5,1668.205,0.0
Bush Advantage Collection Round Conference Table,3401.6000000000004,210.47400000000002,23.75
"Ikea Corner Shelving, Traditional",3400.558,437.12800000000004,18.46153846153846
Fellowes Stor/Drawer Steel Plus Storage Drawers,3397.308,78.25259999999999,5.0
"Bevis Round Table, Fully Assembled",3395.112,547.272,26.666666666666668
"Advantus Door Stop, Erganomic",3394.515,175.315,15.000000000000002
"Bevis Coffee Table, Adjustable Height",3373.4961,-426.4239,21.4
"Belkin Keyboard, Programmable",3368.241,310.641,17.7
"Breville Coffee Grinder, White",3363.4,-30.199999999999996,9.647058823529413
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",3354.89,100.211,18.333333333333336
"Boston Pencil Sharpener, Easy-Erase",3353.4107,285.2507,10.45945945945946
"SAFCO Bag Chairs, Red",3349.8896,-136.19039999999998,16.15625
"BIC Canvas, Easy-Erase",3334.8063,696.3663,17.19230769230769
"Memorex Numeric Keypad, Erganomic",3331.98,745.22,14.107142857142858
"Xerox Cards & Envelopes, 8.5 x 11",3326.0566000000003,872.0166,5.631578947368421
"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",3322.878,1517.9064,5.0
"Bush Andora Bookcase, Maple/Graphite Gray Finish",3317.7235,135.5887,16.666666666666664
Tenex Antistatic Computer Chair Mats,3317.0119999999997,-530.038,23.333333333333332
"Deflect-O Clock, Black",3312.2427000000002,-804.5273,25.08333333333333
"Belkin Numeric Keypad, Erganomic",3307.5325,-185.2475,17.333333333333332
"Belkin Keyboard, USB",3304.737,684.5269999999999,19.333333333333332
"Enermax Memory Card, Bluetooth",3297.4824,129.05239999999998,13.615384615384615
"Rogers Folders, Industrial",3287.396,-37.06400000000001,11.026315789473685
"Stiletto Shears, High Speed",3284.2264,358.2964,11.678571428571429
"Epson Card Printer, Red",3282.958,1202.298,9.0
"Office Star Bag Chairs, Black",3279.552,384.452,10.416666666666668
"Lesro Computer Table, with Bottom Storage",3272.028,86.02800000000002,36.66666666666667
"Safco Corner Shelving, Pine",3270.0635,519.0035,9.444444444444445
"Barricks Training Table, Fully Assembled",3266.9835,-681.2265,39.166666666666664
"Kleencut Trimmer, Steel",3263.5419,28.311899999999987,11.423076923076922
"Sanford Sketch Pad, Easy-Erase",3261.5175,1371.8375,4.68
"Hoover Toaster, Red",3253.596,227.87600000000003,16.923076923076923
Bevis 44 x 96 Conference Tables,3253.2200000000003,-164.72000000000003,18.0
"Chromcraft Round Table, Rectangular",3252.69,-641.31,23.333333333333332
"Fiskars Trimmer, Serrated",3249.22,-63.440000000000026,14.535714285714288
"Bush 3-Shelf Cabinet, Pine",3236.904,505.214,10.0
Ibico EB-19 Dual Function Manual Binding System,3234.913,1086.3772,23.75
"Barricks Round Table, Adjustable Height",3232.075,-1880.675,41.66666666666667
"Cardinal 3-Hole Punch, Clear",3232.002,649.332,11.470588235294118
"SAFCO Steel Folding Chair, Black",3228.488,474.878,20.333333333333332
"Eldon Trays, Industrial",3228.3849999999998,836.1550000000001,16.666666666666664
"Stanley Sketch Pad, Water Color",3223.197,610.597,10.0
GBC ProClick 150 Presentation Binding System,3222.996,-461.3308,50.0
"Rubbermaid Photo Frame, Durable",3217.6914,915.7414,13.347826086956523
"Novimex Chairmat, Black",3214.2939,618.0539,16.68181818181818
"Motorola Headset, VoIP",3213.9558,162.7258,18.25
"Harbour Creations Bag Chairs, Red",3211.8398,717.0398,18.954545454545453
"Eldon Door Stop, Black",3211.2432,419.4932,8.631578947368421
Okidata C331dn Printer,3210.8,111.68,24.000000000000004
"Fiskars Letter Opener, Easy Grip",3206.5144,748.0544,9.303030303030303
"Kleencut Letter Opener, Easy Grip",3192.401,768.881,7.4324324324324325
"Memorex Keyboard, USB",3191.13,337.8,7.500000000000001
"Barricks Coffee Table, Fully Assembled",3190.2740999999996,-885.0759,46.166666666666664
"Panasonic Card Printer, Red",3189.1603999999998,-127.81960000000001,9.571428571428573
"Advantus Photo Frame, Erganomic",3188.88,1007.04,9.090909090909092
